chembl_id,name,smiles,mw,alogp,hba,hbd,psa,first_approval,indication_class
CHEMBL2106318,IOTHALAMATE SODIUM I 125,CNC(=O)c1c(I)c(NC(C)=O)c([125I])c(C(=O)[O-])c1[125I].[Na+],613.91,2.52,3,3,95.50,1982,
CHEMBL2106439,PIPOTIAZINE PALMITATE,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,714.09,10.06,7,0,70.16,,
CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,CCOc1ccccc1OCC1CNCCO1.Cl,237.3,1.45,4,1,39.72,2021,
CHEMBL2106556,CYCLOBARBITAL CALCIUM,CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.CCC1(C2=CCCCC2)C(=O)[N-]C(=O)NC1=O.[Ca+2],236.27,1.25,3,2,75.27,,
CHEMBL2106615,BAZEDOXIFENE ACETATE,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,470.61,6.33,5,2,57.86,2009,
CHEMBL2106638,LOFEPRAMINE HYDROCHLORIDE,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.Cl,418.97,5.78,3,0,23.55,,
CHEMBL2106643,MYCOPHENOLATE SODIUM,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],320.34,2.73,5,2,93.06,2004,
CHEMBL2106660,ACEFYLLINE PIPERAZINE,C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,238.2,-1.48,7,1,99.12,,
CHEMBL2106732,NOSCAPINE HYDROCHLORIDE,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C.Cl,413.43,2.88,8,0,75.69,,
CHEMBL2106794,NAFTAZONE,NC(=O)N/N=C1\C=Cc2ccccc2C1=O,215.21,0.92,3,2,84.55,,
CHEMBL2106825,MEDROGESTONE,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,340.51,5.28,2,0,34.14,,
CHEMBL2106829,METHAQUALONE HYDROCHLORIDE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,250.3,3.00,3,0,34.89,,
CHEMBL2106907,METHIODAL SODIUM,O=S(=O)([O-])CI.[Na+],222.0,0.27,2,1,54.37,,
CHEMBL2106915,METHOPHOLINE,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,345.87,4.52,3,0,21.70,,
CHEMBL2106939,POLIHEXANIDE,CCCCCCNC(=N)NC(=N)N,185.27,0.57,2,5,97.78,2024,
CHEMBL2107011,OXYPERTINE,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,379.5,3.86,4,1,40.73,,
CHEMBL2107067,TESTOSTERONE UNDECANOATE,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,456.71,7.96,3,0,43.37,2014,
CHEMBL2107124,PROTHIPENDYL HYDROCHLORIDE,CN(C)CCCN1c2ccccc2Sc2cccnc21.Cl,285.42,3.64,4,0,19.37,,
CHEMBL2107175,RANELIC ACID,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,342.29,-0.08,7,4,176.23,2004,
CHEMBL2107214,IOMEPROL,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,777.09,-1.38,8,7,179.66,2024,
CHEMBL2107239,IOXITALAMIC ACID,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I,643.94,1.88,4,4,115.73,,
CHEMBL2107253,SULFADIMETHOXINE SODIUM,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1.[Na+],310.34,0.88,7,2,116.43,,
CHEMBL2107260,SULFAMERAZINE SODIUM,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],264.31,1.17,5,2,97.97,,
CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,163.17,-2.97,5,5,92.95,2016,
CHEMBL2107360,PALIPERIDONE PALMITATE,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,664.91,9.11,8,0,90.46,2009,
CHEMBL2107381,URIDINE TRIACETATE,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,370.31,-1.14,10,1,142.99,2015,
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl,349.47,2.64,5,1,51.16,2010,
CHEMBL2107386,VORAPAXAR SULFATE,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O,492.59,5.63,5,1,77.52,2014,
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Br.Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,298.46,3.86,3,1,15.27,2013,
CHEMBL2107430,FLUTRIMAZOLE,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,346.38,5.00,2,0,17.82,,
CHEMBL2107431,LYNESTRENOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,284.44,4.31,1,1,20.23,,
CHEMBL2107495,TEMAFLOXACIN HYDROCHLORIDE,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl,417.39,2.90,5,2,74.57,1992,
CHEMBL2107519,CHLORNAPHAZINE,ClCCN(CCCl)c1ccc2ccccc2c1,268.19,4.12,1,0,3.24,,
CHEMBL2107554,SODIUM DIBUNATE,CC(C)(C)c1ccc2c(S(=O)(=O)[O-])c(C(C)(C)C)ccc2c1.[Na+],320.45,4.68,2,1,54.37,,
CHEMBL2107703,FENTICONAZOLE NITRATE,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1.O=[N+]([O-])O,455.41,7.30,4,0,27.05,,
CHEMBL2107726,ARIMOCLOMOL,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,313.79,1.08,5,1,72.00,2024,
CHEMBL2107797,NORGESTREL,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.45,3.88,2,1,37.30,1968,
CHEMBL2107799,FLURPIRIDAZ F 18,CC(C)(C)n1ncc(OCc2ccc(COCC[18F])cc2)c(Cl)c1=O,368.84,3.72,5,0,53.35,2024,
CHEMBL2107806,TALAPORFIN SODIUM,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)[O-])[C@@H](CCC(=O)[O-])[C@@H]3C.[Na+].[Na+].[Na+].[Na+],711.77,5.95,7,7,235.66,2015,
CHEMBL2107815,TREPROSTINIL DIOLAMINE,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O.OCCNCCO,390.52,3.58,4,3,86.99,2013,
CHEMBL2107816,RADIUM RA 223 DICHLORIDE,Cl[223Ra]Cl,296.91,,,,,2013,
CHEMBL2107817,AVIBACTAM SODIUM,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)[O-].[Na+],265.25,-1.53,5,2,130.24,2015,
CHEMBL2107825,TENOFOVIR ALAFENAMIDE,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1,476.47,2.97,10,2,143.48,2015,
CHEMBL2107826,VIBEGRON,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,444.54,2.77,6,3,96.25,,
CHEMBL2107830,EMPAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,450.92,1.61,7,4,108.61,2014,
CHEMBL2107831,LUSUTROMBOPAG,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,591.56,8.52,6,2,97.75,2018,
CHEMBL2107834,RIOCIGUAT,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,422.42,2.44,9,2,138.07,2013,
CHEMBL2109882,TRISILICATE,O=[Si](O)O[Si](O)(O)O[Si](=O)O,216.28,,,,,1983,
CHEMBL2110367,TRIMETHOPRIM SULFATE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,290.32,1.26,7,2,105.51,1988,
CHEMBL2110368,BETHANIDINE SULFATE,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O,177.25,0.98,1,2,36.42,1982,
CHEMBL2110372,RANITIDINE HYDROCHLORIDE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,314.41,1.46,7,2,83.58,1983,
CHEMBL2110588,ELIGLUSTAT,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,404.55,3.43,5,2,71.03,2014,
CHEMBL2110636,BUNAMIODYL,CCCC(=O)Nc1c(I)cc(I)c(/C=C(\CC)C(=O)O)c1I,639.01,5.12,2,2,66.40,,
CHEMBL2110731,TOFOGLIFLOZIN ANHYDROUS,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,386.44,1.00,6,4,99.38,,
CHEMBL2110732,DACOMITINIB ANHYDROUS,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,469.95,5.16,6,2,79.38,2018,
CHEMBL2110774,CHLORPHENOXAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,303.83,4.18,2,0,12.47,,
CHEMBL2110805,EMEPRONIUM,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,282.45,4.69,0,0,0.00,,
CHEMBL2110816,BUTRIPTYLINE,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,293.45,4.50,1,0,3.24,,
CHEMBL2110962,MEFENOREX,CC(Cc1ccccc1)NCCCCl,211.74,2.84,1,1,12.03,,
CHEMBL2110978,METHIODAL,O=S(=O)(O)CI,222.0,0.27,2,1,54.37,,
CHEMBL2111030,PROTHIPENDYL,CN(C)CCCN1c2ccccc2Sc2cccnc21,285.42,3.64,4,0,19.37,,
CHEMBL2111097,LEVAMLODIPINE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,408.88,2.27,7,2,99.88,2019,
CHEMBL2111101,PIMAVANSERIN,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,427.56,4.67,3,1,44.81,2016,
CHEMBL2111112,VERNAKALANT,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,349.47,2.64,5,1,51.16,2010,
CHEMBL2111186,TALAPORFIN,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)O)C(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,711.77,5.95,7,7,235.66,2015,
CHEMBL2111187,RADIUM DICHLORIDE,Cl[Ra]Cl,296.91,,,,,2013,
CHEMBL2111286,RANITIDINE BISMUTH CITRATE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3],314.41,1.46,7,2,83.58,1996,
CHEMBL2134724,IPRATROPIUM BROMIDE,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],332.46,2.85,3,1,46.53,1986,
CHEMBL2138684,FROVATRIPTAN SUCCINATE,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1.O.O=C(O)CCC(=O)O,243.31,1.34,2,3,70.91,2001,
CHEMBL2145077,IVABRADINE HYDROCHLORIDE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl,468.59,3.31,6,0,60.47,2005,
CHEMBL2146063,CHLORTETRACYCLINE HYDROCHLORIDE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,478.89,0.44,9,6,181.62,1950,
CHEMBL2146102,EPHEDRINE HYDROCHLORIDE,CN[C@@H](C)[C@H](O)c1ccccc1.Cl,165.24,1.33,2,2,32.26,2021,
CHEMBL2146123,METHACYCLINE HYDROCHLORIDE,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,442.42,-0.44,9,6,181.62,1982,
CHEMBL2146124,CEFUROXIME SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1.[Na+],424.39,-0.54,9,3,173.76,1983,
CHEMBL2146140,ESOMEPRAZOLE STRONTIUM,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.O.O.O.O.[Sr+2],345.42,2.90,5,1,83.09,2013,
CHEMBL2146146,ATROPINE SULFATE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,289.38,1.93,4,1,49.77,1960,
CHEMBL2146883,COBIMETINIB,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,531.32,3.78,4,3,64.60,2015,
CHEMBL2147777,TENELIGLIPTIN,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,426.59,1.57,7,1,56.64,,
CHEMBL2159122,ELUXADOLINE,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,569.66,4.16,6,4,164.63,2015,
CHEMBL2165326,APROCITENTAN,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,546.2,2.53,8,2,142.21,2024,
CHEMBL2178422,RIMEGEPANT,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,534.57,4.49,7,2,119.13,2020,
CHEMBL2181927,FINERENONE,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,378.43,2.99,6,2,110.26,2021,
CHEMBL2205807,ABAMETAPIR,Cc1ccc(-c2ccc(C)cn2)nc1,184.24,2.76,2,0,25.78,2020,
CHEMBL2206196,PAROMOMYCIN SULFATE,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,615.63,-8.86,19,13,347.32,1969,
CHEMBL2216870,IDELALISIB,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,415.43,3.75,7,2,101.38,2014,
CHEMBL2218861,QUINAGOLIDE,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,395.57,2.14,4,2,72.88,2004,
CHEMBL2218877,ERYTHROMYCIN ESTOLATE,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O,790.0,2.75,15,4,199.98,1967,
CHEMBL2218878,TRIMETREXATE GLUCURONATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,369.43,2.74,8,3,117.54,1993,
CHEMBL2218894,FLUVASTATIN SODIUM,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],411.47,4.63,4,3,82.69,1993,
CHEMBL2218896,NABILONE,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,372.55,6.26,3,1,46.53,1985,
CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,CC1OC2(CS1)CN1CCC2CC1.Cl.O,199.32,1.56,3,0,12.47,2000,
CHEMBL2219411,MOMELOTINIB DIHYDROCHLORIDE,Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,414.47,2.98,7,2,103.17,2023,
CHEMBL2219414,ERAVACYCLINE DIHYDROCHLORIDE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl.Cl,558.56,0.29,10,6,193.73,2018,
CHEMBL2219416,NALOXEGOL OXALATE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5.O=C(O)C(=O)O,651.79,1.86,12,2,126.77,2014,
CHEMBL2219418,NALOXEGOL,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,651.79,1.86,12,2,126.77,2014,
CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,660.73,8.68,6,0,62.32,2015,
CHEMBL2219640,STRONTIUM CHLORIDE,[Cl-].[Cl-].[Sr+2],158.53,,,,,1993,
CHEMBL2219740,CALCIUM GLUBIONATE ANHYDROUS,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],592.51,,,,,,
CHEMBL2220427,ERYTHROMYCIN PROPIONATE,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,790.0,2.75,15,4,199.98,1967,
CHEMBL2220442,FLUVASTATIN,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.47,4.63,4,3,82.69,1993,
CHEMBL2303621,DACLATASVIR DIHYDROCHLORIDE,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl,738.89,6.22,8,4,174.64,2014,
CHEMBL2308885,CLOBETASONE BUTYRATE,CCCC(=O)O[C@]1(C(=O)CCl)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)C(=O)C[C@@]21C,478.99,4.70,5,0,77.51,,
CHEMBL2325741,CAPIVASERTIB,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,428.92,2.10,6,4,120.16,2023,
CHEMBL2336050,XANOMELINE TARTRATE,CCCCCCOc1nsnc1C1=CCCN(C)C1.O=C(O)C(O)C(O)C(=O)O,281.42,3.22,5,0,38.25,2024,
CHEMBL2336071,SIPONIMOD,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,516.6,6.77,4,1,62.13,2019,
CHEMBL2338329,ROXADUSTAT,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,352.35,2.86,5,3,108.75,2021,
CHEMBL2338675,FOSDENOPTERIN,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,363.22,-2.52,11,7,201.28,2021,
CHEMBL2348780,VAMOROLONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,356.46,2.75,4,2,74.60,2023,
CHEMBL2355051,CLOMIPHENE,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,405.97,6.56,2,0,12.47,1967,
CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O,317.23,3.84,2,0,16.13,,
CHEMBL2355456,IBUTILIDE FUMARATE,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,384.59,4.16,4,2,69.64,1995,
CHEMBL2356023,DIHYDROTACHYSTEROL,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,398.68,7.72,1,1,20.23,,
CHEMBL2356097,METOPROLOL SUCCINATE,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,267.37,1.61,4,2,50.72,1992,
CHEMBL2358147,CARPHENAZINE MALEATE,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,425.6,3.88,6,1,47.02,1982,
CHEMBL2359670,THIETHYLPERAZINE MALATE,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,399.63,5.04,5,0,9.72,1961,
CHEMBL2359966,QUININE SULFATE,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,324.42,3.17,4,1,45.59,2005,
CHEMBL2360079,ACETOPHENAZINE MALEATE,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,411.57,3.49,6,1,47.02,1961,
CHEMBL2360464,PEMETREXED DISODIUM,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],427.42,0.67,6,6,191.26,2004,
CHEMBL2360580,BUCLIZINE HYDROCHLORIDE,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,433.04,6.54,2,0,6.48,1982,
CHEMBL2361370,PENBUTOLOL SULFATE,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O,291.44,3.47,3,2,41.49,1987,
CHEMBL2362410,LANDIOLOL HYDROCHLORIDE,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl,509.6,0.69,9,3,127.82,2024,
CHEMBL2364574,DOXYCYCLINE CALCIUM,C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.[Ca+2],444.44,-0.35,9,6,181.62,1974,
CHEMBL2364607,COBIMETINIB FUMARATE,O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,531.32,3.78,4,3,64.60,2015,
CHEMBL2364608,DORAVIRINE,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,425.75,2.65,7,1,105.70,2018,
CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,237.73,2.90,2,1,29.10,2019,
CHEMBL2364612,LATANOPROSTENE BUNOD,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-],507.62,3.77,8,3,139.36,2017,
CHEMBL2364617,MACIMORELIN ACETATE,CC(=O)O.CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,474.57,1.84,4,6,144.90,2017,
CHEMBL2364623,PLAZOMICIN SULFATE,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O.O=S(=O)(O)O,592.69,-5.36,15,11,269.29,2018,
